단어,발음,주요뜻,메모,암기여부,저장날짜
Can you give me a demonstration?,,물품 등을 구입할 때 소비자가 성능이나 사용법을 알 수 있도록 파는 즉에 대해 ,,미암기,2012-06-12 11:37:41
Who won the chess game between the human and the computer.,,인간과 컴퓨터의 체스 게임에서 누가 이겼나요?,,미암기,2012-06-12 11:37:41
It was a real shock.,,그것은 실로 충격적이었습니다.,,미암기,2012-06-12 11:37:41
He's chicken.,,그는 겁쟁이다.,,미암기,2012-06-12 11:37:41
I think I must go now.,,이제 가봐야겠어.,,미암기,2012-06-12 11:37:41
I feel assure when you are around me.,,당신이 있으니 마음이 든든하다.,,미암기,2012-06-12 11:37:41
You're quick-witted.,,너는 머리 회전이 빠르다.,,미암기,2012-06-12 11:37:41
You're slow-witted.,,뭔가를 빨리 이해하지 못하는 사람에게 ,,미암기,2012-06-12 11:31:46
He was stood up.,,약속 시간에 상대방이 나타나지 않을 때 ,,미암기,2012-06-12 11:31:46
He's devoted to his wife.,,그는 아내에게 헌신적이다.,,미암기,2012-06-12 11:31:46
He cheated on the test.,,그는 시험에서 부정행위했다.,,미암기,2012-06-12 11:31:46
He's cheating on his wife.,,그는 바람피우고 있다.,,미암기,2012-06-12 11:31:46
He's sitting on the fence.,,두 가지 대안을 놓고 망설이는 사람을 묘사할 때 ,,미암기,2012-06-12 11:31:46
What did you fight about?,,무엇 때문에 싸웠어?,,미암기,2012-06-12 11:31:46
You look upset.,,너 기분 상한 것 같다.,,미암기,2012-06-12 11:31:46
He's slow to anger.,,그는 성미가 느긋하다.,,미암기,2012-06-12 11:31:46
He's short-tempered.,,그는 성미가 급하다.,,미암기,2012-06-12 11:31:46
Where should I park my car?,,제 차를 어디에 주차해야 하나요.,,미암기,2012-06-10 23:16:20
Parallel park your car.,,다른 차와 나란히 주차하세요.,,미암기,2012-06-10 23:16:20
Back it in.,,주차장 등에서 주차시킬 대 차가 나중에 빠져나가기 쉽게 하기 위해 ,,미암기,2012-06-10 23:16:20
The baby's very gentle.,,그 아기는 순둥이다.,,미암기,2012-06-10 23:16:20
He's a handful.,,어린아이가 장난이 심하고 다루기 힘들 경우 ,,미암기,2012-06-10 23:16:20
His mind's on something else.,,그는 마음이 콩밭에 가 있다.,,미암기,2012-06-10 23:16:20
Who's your second favorite?,,두 번째로 좋아하는 사람은 누구입니까?,,미암기,2012-06-10 23:16:20
It smells foul.,,냄새 고약하군.,,미암기,2012-06-10 23:16:20
This is a bus-only lane.,,여긴 버스전용차로입니다.,,미암기,2012-06-10 23:16:20
Where do you ache?,,어디가 아프십니까?,,미암기,2012-06-10 23:16:20
He's a real couch potato.,,그는 종일 TV만 보는 게이름뱅이다.,,미암기,2012-06-10 23:12:07
She had her braces removed.,,그녀는 치열교정기를 풀었다.,,미암기,2012-06-10 23:12:07
She's wearing braces.,,그녀는 치열교정기를 하고 있다.,,미암기,2012-06-10 23:12:07
I was bitten by mosquito.,,모기에 물렸습니다.,,미암기,2012-06-10 23:12:07
I was humiliated.,,창피했습니다.,,미암기,2012-06-10 23:12:07
She likes to stand out.,,그녀는 튀는 걸 좋아한다.,,미암기,2012-06-10 23:12:07
He was disqualified.,,그는 실격했다.,,미암기,2012-06-10 23:12:07
Long time no see!,,오랜만이다!,,미암기,2012-06-10 23:12:07
I almost forgot your face.,,오랜만에 만난 친구에게 간단한 인사와 더불어 ,,미암기,2012-06-10 23:12:07
I'm returning someone's page.,,삐삐를 받았을 때 삐삐를 친 곳에 전화를 걸어 ,,미암기,2012-06-10 23:12:07
"I'd like to get a cup of coffee from this vending machine, but I'm short of coins.",,이 자동판매기에서 커피 한 잔 뽑아 먹으려고 합니다만 동전이 부족합니다.,,미암기,2012-06-10 19:15:33
I'm short of coins.,,동전이 부족합니다.,,미암기,2012-06-10 19:15:33
Over my dead body!,,절대로 안돼!,,미암기,2012-06-10 19:15:33
My doctor removed stitches.,,꿰맨 부위가 아물면 실을 뽑게 되는데 ,,미암기,2012-06-10 19:15:33
I had four stitches.,,외상이 심해 상처 부위를 실로 꿰매는 경우 ,,미암기,2012-06-10 19:15:33
My eyes were glued to the TV.,,TV에서 눈을 뗄 수 없었어요.,,미암기,2012-06-10 19:15:33
Hear me out.,,내 말 끝까지 들어봐요.,,미암기,2012-06-10 19:15:33
Are you all set to go to school?,,학교갈 준비 다 됐니?,,미암기,2012-06-10 19:15:33
You can take my word for it.,,정말입니다.,,미암기,2012-06-10 19:15:33
I'd like to open up an account.,,계좌를 개설하고 싶습니다.,,미암기,2012-06-10 19:15:33
Did you see the game live?,,그 경기를 경기장에서 관람하셨나요?,,미암기,2012-06-10 19:10:43
Don't change the subject.,,말꼬리 돌리지 마세요.,,미암기,2012-06-10 19:10:43
Would you care for a cup of coffee?,,커피 한 잔 드릴까요?,,미암기,2012-06-10 19:10:43
What would you like for breakfast?,,아침 식사로 뭘 드시겠어요?,,미암기,2012-06-10 19:10:43
I'd like my eggs poached.,,계란을 물에 살짝 익혀 주세요.,,미암기,2012-06-10 19:10:43
I'd like my eggs scrambled.,,계란을 휘저어 익혀 주세요.,,미암기,2012-06-10 19:10:43
I'd like my eggs boiled.,,계란을 삶아 주세요.,,미암기,2012-06-10 19:10:43
I'd like my eggs over easy.,,계란 양쪽을 다 익혀 주세요.,,미암기,2012-06-10 19:10:43
I'd like my eggs sunny-side up.,,계란을 반숙으로 해주세요.,,미암기,2012-06-10 19:10:43
How would you like your eggs?,,식당 등에서 계란 요리를 주문하면 식당 측에서 ,,미암기,2012-06-10 18:56:12
I work the day shift.,,주간조 근무입니다.,,미암기,2012-06-10 18:56:12
I work the night shift.,,야간조 근무입니다.,,미암기,2012-06-10 18:56:12
What shift do you work?,,근무 교대 조를 묻기 위해 ,,미암기,2012-06-10 18:56:12
I do shift work.,,교대 근무를 합니다.,,미암기,2012-06-10 18:56:12
This is not a good place for taking pictures and I'm running out of film.,,여기 사진 찍기 좋은 곳이 못돼. 필름도 다 떨어져가고.,,미암기,2012-06-10 18:56:12
Can you take a picture of me here?,,여기서 사진 좀 찍어줄래?,,미암기,2012-06-10 18:56:12
How many rolls of film did we take?,,필름 몇 통 찍었습니까?,,미암기,2012-06-10 18:56:12
How many exposures does the roll of film have?,,필름이 몇장짜리입니까?,,미암기,2012-06-10 18:56:12
How many exposures are left?,,사진 찍다가 필름이 몇 장 남았는지 확인하고자 할 때 ,,미암기,2012-06-10 18:56:12
I breathed a sigh of relief.,,안도의 한숨을 쉬었습니다.,,미암기,2012-06-10 18:51:01
What are you going to do with the money?,,그 돈으로 뭘 할거야?,,미암기,2012-06-10 18:51:01
I bought a lottery ticket.,,나는 복권을 샀다.,,미암기,2012-06-10 18:51:01
I won the lottery.,,복권에 당첨됐습니다.,,미암기,2012-06-10 18:51:01
I've never seen him before.,,한 번도 본 적 없는데.,,미암기,2012-06-10 18:51:01
Who's that guy standing over there in the corner?,,저쪽 구석에 서 있는 저 남자 누구야?,,미암기,2012-06-10 18:51:01
He's a friend of a friend.,,그는 내 친구의 친구야.,,미암기,2012-06-10 18:51:01
He's living under the thumb of his wife.,,그는 아내에게 쥐여산다.,,미암기,2012-06-10 18:51:01
I borrowed those books from the public library.,,나는 저 책들을 공공도서관에서 빌렸다.,,미암기,2012-06-10 18:51:01
Where did you get those books?,,저 책들을 어디서 구했지?,,미암기,2012-06-10 18:51:01
this bill is overdue.,,이 고지서는 납부기한이 지났다.,,미암기,2012-06-10 17:02:49
These books are overdue.,,이 책들은 반환기한이 지났다.,,미암기,2012-06-10 17:02:49
Are you all set for the meeting?,,모임에 갈 준비 다 됐습니까?,,미암기,2012-06-10 17:02:49
He's indirect in talking.,,그는 말하는데 조심스럽다.,,미암기,2012-06-10 17:02:49
He's direct in talking.,,그는 직설적으로 말한다.,,미암기,2012-06-10 17:02:49
Thank you for the flowers. You made my day.,,꽃 감사합니다. 저를 기분 좋게 하시는군요.,,미암기,2012-06-10 17:02:49
You made my day.,,당신 덕택에 살맛 나는군.,,미암기,2012-06-10 17:02:49
I don't have any money. Let's thumb a ride.,,돈이 한 푼도 없어. 무임승차하자.,,미암기,2012-06-10 17:02:49
Let's thumb a ride.,,무임승차하자.,,미암기,2012-06-10 17:02:49
Just tell me the item code which is found in the catalog.,,카탈로그에 있는 상품번호를 말씀해주세요.,,미암기,2012-06-10 17:02:49
Can I place a mail order?,,우편 주문할 수 있습니까?,,미암기,2012-06-10 16:42:52
Tom's grandmother passed away.,,톰의 할머니가 돌아가셨어.,,미암기,2012-06-10 16:42:52
It's just on-e of those things.,,어쩔 수 없는 일이잖아.,,미암기,2012-06-10 16:42:52
Who's your favorite pitcher?,,가장 좋아하는 투스는 누구입니까?,,미암기,2012-06-10 16:42:52
How far will he go?,,그의 기록은 어디까지 갈 것인가?,,미암기,2012-06-10 16:42:52
I'm going to keep my old car.,,헌 차는 갖고 있을 거야.,,미암기,2012-06-10 16:42:52
I'm thinking of buying a new car.,,새 차를 살까 생각 중이야.,,미암기,2012-06-10 16:42:52
You're putting words in my mouth.,,하지도 않은 말을 했다고 하는군요.,,미암기,2012-06-10 16:42:52
I'm so nervous about my job interview.,,취직 면접 대문에 아주 초조해.,,미암기,2012-06-10 16:42:52
Just be yourself.,,침착하세요.,,미암기,2012-06-10 16:42:52
You have plenty of time.,,시간이 많이 남아 있다.,,미암기,2012-06-10 12:00:12
Time's up.,,시간이 다 됐습니다.,,미암기,2012-06-10 12:00:12
Could you pass the salt?,,소금 좀 건네줄래?,,미암기,2012-06-10 12:00:12
Don't overdo the salt.,,소금 좀 적당히 넣으세요.,,미암기,2012-06-10 12:00:12
He should be back at the beginning of next week.,,그는 다음주 초에 돌아올 겁니다.,,미암기,2012-06-10 12:00:12
He's out at the moment.,,그는 자리를 잠시 비웠다.,,미암기,2012-06-10 12:00:12
He's gone out on business.,,그는 업무로 외출중이다.,,미암기,2012-06-10 12:00:12
He's away on business.,,그는 출장중입니다.,,미암기,2012-06-10 12:00:12
I can't believe it!,,믿을 수가 없어.,,미암기,2012-06-10 12:00:12
Don't jump to conclusions.,,섣불리 판단하지 마세요.,,미암기,2012-06-10 12:00:12
It's three meters tall.,,높이가 3m야.,,미암기,2012-06-10 11:34:27
Do you have the directions to my place?,,내 집으로 오는 길을 알고 있니?,,미암기,2012-06-10 11:34:27
Is there a landmark nearby?,,근처에 눈에 잘 띄는 거라도 있니?,,미암기,2012-06-10 11:34:27
He's such a daredevil.,,그는 위험한 모험을 즐긴다.,,미암기,2012-06-10 11:34:27
You have to finish this pile of work by next week.,,다음주까지 이 일더미를 처리해야해.,,미암기,2012-06-10 11:34:27
There goes my vacation.,,휴가는 물 건너갔군.,,미암기,2012-06-10 11:34:27
Who won the baseball game last night?,,지난밤 야구경기에서 누가 이겼지?,,미암기,2012-06-10 11:34:27
He went three for four.,,그는 4타수 3안타를 쳤다.,,미암기,2012-06-10 11:34:27
How long were you there?,,거기게 얼마나 있었는데요?,,미암기,2012-06-10 11:34:27
Where did you go for your vacation?,,휴가때 어디 갔습니까?,,미암기,2012-06-10 11:34:27
We roughed it.,,우리는 불편한 생활을 했습니다.,,미암기,2012-06-10 11:28:03
My stomach was upset and I threw up.,,배탈이 나서 토했다.,,미암기,2012-06-10 11:28:03
I drank too much last night and threw up.,,어젯밤 너무 많이 마셔 토해버렸다.,,미암기,2012-06-10 11:28:03
I threw up.,,속이 좋지 못해 음식을 토해 내는 경우 ,,미암기,2012-06-10 11:28:03
It's a real eyesore.,,정말 꼴불견이야.,,미암기,2012-06-10 11:28:03
It's on house.,,술집이나 식당같은 곳에서 손님에게 안주 등을 무료로 내놓는 경우 ,,미암기,2012-06-10 11:28:03
Act your age.,,철 좀 들어라.,,미암기,2012-06-10 11:28:03
The clothes are still damp.,,아직 옷이 눅눅합니다.,,미암기,2012-06-10 11:28:03
It's so special to me.,,그건 제게 각별합니다.,,미암기,2012-06-10 11:28:03
Who broke the window?,,누가 유리창을 깼니?,,미암기,2012-06-10 11:28:03
It's typical of you to do that.,,그렇게 하다니 너답다.,,미암기,2012-06-09 22:35:20
I'm leaving for the day.,,퇴근하겠습니다.,,미암기,2012-06-09 22:35:20
Did you watch the soccer match?,,너 축구경기 봤니?,,미암기,2012-06-09 22:35:20
We snatched victory from the jaws of defeat.,,우리는 패배 직전에 승리했다.,,미암기,2012-06-09 22:35:20
We came from behind to win.,,우리는 역전승 했습니다.,,미암기,2012-06-09 22:35:20
Your wish is my command.,,말씀하시는 대로 다 해드리겠습니다.,,미암기,2012-06-09 22:35:20
How much is this computer?,,이 컴퓨터 얼마입니까?,,미암기,2012-06-09 22:35:20
Do you do deliveries?,,배달해 줍니까?,,미암기,2012-06-09 22:35:20
We must've just missed each other.,,서로 길이 엇갈린 모양이군요.,,미암기,2012-06-09 22:35:20
It's quite obvious.,,어떤 결과가 확실할 경우 ,,미암기,2012-06-09 22:35:20
What’s the matter?,,무슨 일 있니?,,미암기,2012-06-07 20:12:46
I feel like a snack.,,간식이 먹고 싶어.,,미암기,2012-06-07 20:12:46
Was it exciting?,,재미있었니?,,미암기,2012-06-07 20:12:46
It was a total non-event.,,[“소문난 잔치에 먹을 것 없다.” 라는 말이 있듯 행사 등이 소문만 요란하고 싫속없이 썰렁한 경우] 소문만 요란하더군.,,미암기,2012-06-07 20:12:46
I’d like to become lawyer.,,저는 법관이 되고 싶어요.,,미암기,2012-06-07 20:12:46
I’m not standing in your way.,,[상대방이 자신의 의도를 관철하려고 할 때] 당신 뜻을 말리지 않겠다.,,미암기,2012-06-07 20:12:46
I’ll give you carte blanche.,,[아랫사람에게 어떤 권한이나 업무를 일임할 때] 너에게 모든 권한을 일임하겠다.,,미암기,2012-06-07 20:12:46
You’ve aged gracefully.,,곱게 늙었구나.,,미암기,2012-06-07 20:12:46
You haven’t changed a bit.,,하나도 안 변했구나.,,미암기,2012-06-07 20:12:46
Did you get plastic surgery?,,성형수술 했니?,,미암기,2012-06-07 20:12:46
You’ve changed beyond all recognition.,,[얼굴이 많이 변한 친구를 오랜만에 만났을 때] 몰라보게 변했구나.,,미암기,2012-06-07 20:12:46
Everything’s back to normal.,,[상황이 발생했다가 종료됐을 때] 모든게 정상화됐습니다.,,미암기,2012-06-07 20:12:46
She’s always on top of the latest trends.,,그녀는 항상 최신 유행을 쫓아가거든.,,미암기,2012-06-07 20:12:46
What do you mean?,,무슨 뜻이야?,,미암기,2012-06-07 20:12:46
She has a lot of style.,,그녀는 아주 품위가 있다.,,미암기,2012-06-07 20:12:46
Have you heard who’s going to be next manager?,,다음 책임자가 누가 될 건지 들었어?,,미암기,2012-06-07 20:12:46
We’re completely in the dark.,,우리는 까마득히 모르고 있습니다.,,미암기,2012-06-07 20:12:46
There are no cars around here.,,주위에 차 한 대도 없어.,,미암기,2012-06-07 20:12:46
Let’s cross the road.,,길을 건너자.,,미암기,2012-06-07 20:12:46
Don’t be a jaywalker.,,무단횡단 하지 마세요.,,미암기,2012-06-07 20:12:46
He on-ly thinks about himself and never considers others.,,그는 자신만 생각하고 남 생각은 전혀 하지 않아요.,,미암기,2012-06-07 20:12:46
What do you think of Ted?,,테드를 어떻게 생각하십니까?,,미암기,2012-06-07 20:12:46
He’s got a on-e-track mind.,,그는 융통성이 없다.,,미암기,2012-06-07 20:12:46
I want you to finish this report by three.,,이 보고서를 3시까지 끝내주게.,,미암기,2012-06-07 20:12:46
Let me get this straight.,,이건 확실히 짚고 넘어가겠습니다.,,미암기,2012-06-07 20:12:46
Would you like some soup?,,수프 좀 먹을래?,,미암기,2012-06-07 20:12:46
I forgot to take my umbrella today.,,오늘 깜빡 잊고 우산을 가져가지 않았어요.,,미암기,2012-06-07 20:12:46
You’re soaked.,,[비에 흠뻑 젖은 사람에게] 흠뻑 젖었군요.,,미암기,2012-06-07 20:12:46
He always crams for his exams.,,그는 항상 시험공부를 벼락치기로 한다.,,미암기,2012-06-07 20:12:46
Can you recommend a good doctor?,,용한 의사를 소개해 주시겠습니까?,,미암기,2012-06-07 20:12:46
I just came back from the doctor’s office.,,막 의사 선생님을 뵙고 왔습니다.,,미암기,2012-06-07 20:12:46
Why don’t you get a second opinion?,,[한 사람 의견만으로 결정을 내리지 못하는 사람에게] 다른 사람의 의견을 들어보세요.,,미암기,2012-06-07 20:12:46
That sounds like a good idea.,,좋은 생각 이군요.,,미암기,2012-06-07 20:12:46
When will it end?,,그것이 언제 끝납니까?,,미암기,2012-06-07 20:12:46
How long is it on for?,,"[세일, 공연, 영화상영 등과 같이 일정 기간 이뤄지는 일에 대해 그 기간을 물어볼 때] 얼마 동안 계속 됩니까?",,미암기,2012-06-07 20:12:46
It’s a sign of the times.,,[세태를 풍자하면서] 요즘 세상은 그래.,,미암기,2012-06-07 20:12:46
Korea has virtually advanced to the finals.,,한국은 사실상 본선에 진출했습니다.,,미암기,2012-06-07 20:12:46
I heard you won first prize!,,1등상을 받았다고 들었습니다.,,미암기,2012-06-07 20:12:46
I was overcome with emotion.,,[감동적인 상황에 직면할 때] 감정에 겨웠습니다.,,미암기,2012-06-07 20:12:46
I had mixed feelings about it.,,[어떤 일에 대해 좋은 기분과 나쁜 기분이 뒤섞여 묘한 감정을 느낄 때] 기분이 교차했습니다.,,미암기,2012-06-07 20:12:46
I lost my mom.,,엄마를 잃었어요.,,미암기,2012-06-07 20:12:46
"Why are you crying, little boy?",,"얘야, 왜 우니?",,미암기,2012-06-07 20:12:46
Everything will be OK.,,모든게 잘 될거야.,,미암기,2012-06-07 20:12:46
Dry your tears.,,눈물을 닦으세요.,,미암기,2012-06-07 20:12:46
I just hope I get the job.,,취직이 되기만 하면 좋겠습니다.,,미암기,2012-06-07 20:12:46
My application for the job was rejected.,,구직 신청서가 거부됐습니다.,,미암기,2012-06-07 20:12:46
There’s a light at the end of the tunnel.,,고생 끝에 빛이 보입니다.,,미암기,2012-06-07 20:12:46
Do you know how to make Kalbi?,,갈비 요리 할 줄 아세요?,,미암기,2012-06-07 20:12:46
Let’s go by the book.,,법대로 합시다.,,미암기,2012-06-07 20:12:46
It doesn’t make sense.,,[말이나 글의 앞뒤가 맞지 않을 때] 말이 안된다.,,미암기,2012-06-07 20:12:46
What did you do last weekend?,,지난 주말에 뭘 하셨어요?,,미암기,2012-06-07 20:12:46
I had my palm read.,,나는 손금을 보았다.,,미암기,2012-06-07 20:12:46
I’m happy with the result.,,나는 그 결과에 만족한다.,,미암기,2012-06-07 20:12:46
I had my fortune told.,,점을 쳤습니다.,,미암기,2012-06-07 20:12:46
Your face looks red.,,얼굴이 불그스레한데.,,미암기,2012-06-07 20:12:46
I’m very drunk.,,많이 취했다.,,미암기,2012-06-07 20:12:46
I’m a little tipsy.,,[술이 기분 좋을 정도로 취했을 경우] 적당히 취했다.,,미암기,2012-06-07 20:12:46
That’s too bad.,,그거 참 안됐구나.,,미암기,2012-06-07 20:12:46
Your pants are soiled.,,네 바지에 흙이 묻었는데.,,미암기,2012-06-07 20:12:46
I tripped over a stone.,,[길을 가다가 부주의로 돌부리에 걸려 넘어지는 경우] 돌에 걸려 넘어졌다.,,미암기,2012-06-07 20:12:46
Please be more careful in the future!,,다음엔 좀 더 신중해라!,,미암기,2012-06-07 20:12:46
How did that happened?,,어쩌다?,,미암기,2012-06-07 20:12:46
I want to buy a notebook computer but I’m short of cash.,,노트북 컴퓨터를 사고 싶지만 현금이 부족해.,,미암기,2012-06-07 20:12:46
I’m behind in my credit card payments.,,저는 카드 연체입니다.,,미암기,2012-06-07 20:12:46
It’s good until December 31.,,그것은 12월 31일가지 유효합니다.,,미암기,2012-06-07 20:12:46
What did you receive as a present?,,선물로 뭘 받았지?,,미암기,2012-06-07 20:12:46
The ticket is good for 10 days from June 1.,,그 표는 6월 1일부터 10일간 유효합니다.,,미암기,2012-06-07 20:12:46
When is it good through?,,"[카드나 상품권, 공연 티켓 등의 유효기간을 물어볼 때] 언제까지 유효합니까?",,미암기,2012-06-07 20:12:46
I think it’s a wonderful decision.,,훌륭한 결정입니다.,,미암기,2012-06-07 20:12:46
Let’s give him the job.,,그에게 업무를 맡깁시다.,,미암기,2012-06-07 20:12:46
He has every quality for the job.,,그는 업무에 필요한 모든 자질을 다 갖추고 있습니다.,,미암기,2012-06-07 20:12:46
Why do you think so?,,왜 그렇게 생각하세요?,,미암기,2012-06-07 20:12:46
I’d like to recommend Jack.,,잭을 추천합니다.,,미암기,2012-06-07 20:12:46
Who do you think is suitable for the new project?,,누가 새 업무에 적합하다고 생각하세요?,,미암기,2012-06-07 20:12:46
He’s cut out for the job and no on-e can replace him.,,그는 그 일에 적격이라 아무도 그를 대신할 수 없다.,,미암기,2012-06-07 20:12:46
He’s cut out for the job.,,그는 그 일에 적격이다.,,미암기,2012-06-07 20:12:46
"She is a career woman who is cultured, pretty and cheerful.",,"그녀는 교양 있고, 예쁘고 명랑한 직장 여성이다.",,미암기,2012-06-07 20:12:46
What’s she like?,,어떤 여잔데?,,미암기,2012-06-07 20:12:46
I had a blind date.,,나는 미팅했다.,,미암기,2012-06-07 20:12:46
Can I set you up on a blind date?,,미팅 주선해 줄까?,,미암기,2012-06-07 20:12:46
I thought so.,,그렇게 생각했습니다.,,미암기,2012-06-07 14:36:41
Where are you from?,,어디 출신이세요?,,미암기,2012-06-07 14:36:41
"I'm from Mokpo, but I moved to Seoul when I was in the 3rd grade.",,"목포가 고향이지만, 초등학교 3학년때 서울로 이사왔습니다.",,미암기,2012-06-07 14:36:41
"I was born in Pusan, but was raised in Seoul.",,저는 부산에서 태어났지만 서울에서 자랐습니다.,,미암기,2012-06-07 14:36:41
I was born and raised here.,,저는 이곳 토박이입니다.,,미암기,2012-06-07 14:36:41
I hope you'll get well soon.,,곧 낫길 바란다.,,미암기,2012-06-07 14:36:41
Did you take any medicine?,,약은 먹었어?,,미암기,2012-06-07 14:36:41
I have a terrible stomachache.,,배가 아파 죽겠어요.,,미암기,2012-06-07 14:36:41
I'm a heavy drinker.,,나는 술을 많이 마신다.,,미암기,2012-06-07 14:36:41
I'm a moderate drinker.,,나는 술을 적당히 마신다.,,미암기,2012-06-07 14:36:41
I drink socially.,,나는 사교상 술을 마신다.,,미암기,2012-06-07 14:36:41
I don't want to drink anymore.,,더 이상 마시고 싶지 않습니다.,,미암기,2012-06-07 14:36:41
I'm a light drinker.,,저는 술이 약합니다.,,미암기,2012-06-07 14:36:41
We just scored.,,우리가 막 득점했어.,,미암기,2012-06-07 14:36:41
He headed the ball into the goal.,,그는 헤딩슛을 성공시켰다.,,미암기,2012-06-07 14:36:41
That's terrible.,,거 참 안됐군요.,,미암기,2012-06-07 14:36:41
What seems to be the problem?,,무슨 문제라도 있습니까?,,미암기,2012-06-07 14:36:41
Have you talked to the boss about your proposals?,,당신의 제안을 상사에게 말씀드렸습니까?,,미암기,2012-06-07 14:36:41
I can't make myself understood.,,[자신의 의사표현 능력이 부족해 남에게 의사전달을 할 수 없을 때.],,미암기,2012-06-07 14:36:41
I can't get my ideas across to him.,,[상대방이 이쪽의 의견을 들으려 하지 않을 때] ,,미암기,2012-06-07 14:36:41
Cash or check?,,"현금입니까, 수표입니까?",,미암기,2012-06-07 14:36:41
I have to withdraw some money from the ATM.,,현금자동인출기에서 돈을 좀 인출해야 한다.,,미암기,2012-06-07 14:36:41
I'd like to withdraw some money.,,돈을 좀 일출하고 싶습니다.,,미암기,2012-06-07 14:36:41
I'd like to send some money to his account.,,그의 계좌로 돈을 좀 송금하고 싶습니다.,,미암기,2012-06-07 14:36:41
I'd like to send some money into my account.,,제 계좌에 돈을 좀 입금 하고 싶습니다.,,미암기,2012-06-07 14:36:41
That's a private matter.,,그건 비밀이지.,,미암기,2012-06-07 14:36:41
Are you going to vote for him?,,그 후보에게 투표할 거야?,,미암기,2012-06-07 14:36:41
He ran for the mayor in Seoul.,,그는 서울시장 선거에 출마했다.,,미암기,2012-06-07 14:36:41
He's running for President.,,그는 대선 출마 중이다.,,미암기,2012-06-07 14:36:41
Don't make excuses.,,변명하지 마세요.,,미암기,2012-06-07 14:36:41
You should know your place.,,[자신의 처지를 모르고 경솔하게 행동하는 사람에게] ,,미암기,2012-06-07 14:36:41
Please get on the bus on the other side of the street. = Cross the road to take the bus.,,길 건너편에서 버스를 타세요.,,미암기,2012-06-07 14:36:41
Just take the bus on this side of the street.,,이쪽 편에서 버스를 타세요.,,미암기,2012-06-07 14:36:41
Which side should I take the bus on?,,어느 쪽에서 버스를 타야 합니까?,,미암기,2012-06-07 14:36:41
The steamed rice is too dry.,,밥이 너무 되다.,,미암기,2012-06-07 14:36:41
The steamed rice is a little sticky.,,밥이 좀 질군요?,,미암기,2012-06-07 14:36:41
What do you do when you get lonely?,,외로울 때는 무엇을 하십니까?,,미암기,2012-06-07 14:36:41
How's life in Korea?,,한국 생활이 어떻습니까?,,미암기,2012-06-07 14:36:41
I sometimes feel homesick.,,나는 가끔 향수를 느낀다.,,미암기,2012-06-07 14:36:41
How do you deal with homesickness?,,향수를 어떻게 달래십니까?,,미암기,2012-06-07 14:36:41
You were completely drunk last night.,,어젯밤 너 완전히 취했더군.,,미암기,2012-06-07 14:36:41
I blacked out last night. Could you tell me what happened?,,어젯밤 필름이 끊겼어. 무슨 일이 있었는지 얘기해 주겠니?,,미암기,2012-06-07 14:36:41
I blacked out.,,술을 많이 마셔 전날 상황을 기억하지 못하는 경우 ,,미암기,2012-06-07 14:36:41
My cellular on-ly receives incoming calls.,,제 휴대폰은 수신 전용입니다.,,미암기,2012-06-07 14:36:41
My cellular on-ly makes outgoing calls.,,제 휴대폰은 발신만 됩니다.,,미암기,2012-06-07 14:36:41
When was it delivered?,,언제 배달됐지요?,,미암기,2012-06-07 14:36:41
What’s wrong with it?,,뭐가 잘못됐어요?,,미암기,2012-06-07 14:36:41
This milk tastes strange.,,이 우유 맛이 이상해요.,,미암기,2012-06-07 14:36:41
This milk has gone bad.,,이 우유는 상했다.,,미암기,2012-06-07 14:36:41
The expiration date has passed.,,[통조림이나 우유 등 상하기 쉬운 음식의 유통기한이 지나] ,,미암기,2012-06-07 14:36:41
That's a great idea!,,아주 좋은 생각입니다.,,미암기,2012-06-07 14:36:41
Maybe you should take some English lessons at a language school.,,어학원에서 영어수업을 좀 받으셔야겠군요.,,미암기,2012-06-07 14:36:41
I feel frustrated because I can't communicate well with my American clients.,,저의 미국인 고객들에게 의사전달을 잘하지 못해 답답합니다.,,미암기,2012-06-07 14:36:41
Not good.,,좋지 않습니다.,,미암기,2012-06-07 14:36:41
How's business going?,,사업이 어떻게 되어갑니까?,,미암기,2012-06-07 14:36:41
I feel frustrated because no on-e listens to me.,,아무도 내 얘기를 안들어주니 답답하다.,,미암기,2012-06-07 14:36:41
I feel frustrated because I can't express myself well in English.,,영어로 의사전달을 잘 하지 못해 답답하다.,,미암기,2012-06-07 14:36:41
I feel frustrated.,,[영어실력이 모자라 자신이 하고 싶은 말을 제대로 표현하지 못해] ,,미암기,2012-06-07 14:36:41
I'm buying a lottery ticket.,,복권 사고 있어.,,미암기,2012-06-07 14:36:41
What are you doing?,,너 뭐하고 있니?,,미암기,2012-06-07 14:36:41
Are you going to apply to Harvard with such low marks? Get real!,,그런 낮은 점수로 하버드에 지원하겠다고? 현실을 직시해!,,미암기,2012-06-07 14:36:41
Get real!,,현실을 직시해!,,미암기,2012-06-07 14:36:41
Don't worry!,,걱정하지마!,,미암기,2012-06-07 14:36:41
What do you want to get for your birthday?,,너 생일에 뭐 갖고 싶니?,,미암기,2012-06-07 14:36:41
Money is no object. Just name whatever you want to get.,,돈은 문제가 안돼. 갖고 싶은 거 말만 해.,,미암기,2012-06-07 14:36:41
Money is no object. I'll buy whatever you want.,,돈은 문제가 안돼. 원하는 건 뭐든지 사줄게.,,미암기,2012-06-07 14:36:41
Money is no object..,,돈은 문제가 안됩니다.,,미암기,2012-06-07 14:36:41
