단어,발음,주요뜻,메모,암기여부,저장날짜
idle,áidl,게으른|나태한|헛되이 보내다|빈둥거리는,"1)【혼돈어휘】	idle	게으른, 놀고 있는	ideal	이상적인 	idol	우상										

",미암기,2010-11-15 12:01:44
illegible,ilédʒəbl,읽기 어려운|읽기힘든|알아볼 수 없는,"1)【혼돈어휘】	illegible	읽기 어려운	eligible	적당한												

",미암기,2010-11-15 12:01:44
illicit,ilísit,불법의|문제의|부정한|편법|변칙,"1)【혼돈어휘】	illicit	불법의	elicit	끌어내다												

",미암기,2010-11-15 12:01:44
illusion,ilúːʒən,착각|환상|일루전|망상|가상,"1)【혼돈어휘】	illusion	환상	allusion	암시	delusion	망상										

",미암기,2010-11-15 12:01:44
illustrate,íləstrèit,설명하다|삽화를 넣다|예시하다,"1)【혼돈어휘】	illustrate	[삽화로] 설명하다	illuminate	조명하다, 계몽하다	illustrious	저명한, 유명한, 걸출한										

",미암기,2010-11-15 12:01:44
imaginative,imǽdʒənətiv,상상의|창의적인,"1)【혼돈어휘】	imaginative	상상력이 풍부한	imaginary	상상의												

",미암기,2010-11-15 12:01:44
immanent,ímənənt,내재하는|속에 있는|내재적인,"1)【혼돈어휘】	immanent 	[성질이] 내재하는	imminent 	절박한, 촉박한 emanate	발산[방산]하다,퍼지다												

",미암기,2010-11-15 12:01:44
immerge,imə́ːrdʒ,뛰어들다|가라앉다|사라지다,"1)【혼돈어휘】	immerge	담그다	emerge	나오다												

",미암기,2010-11-15 12:01:44
immigration,ìməgréiʃən,이민|출입국 관리|이주,"1)【혼돈어휘】	immigration	[딴 나라에서] 이민 오는 것	emigration	[딴 나라에로] 이민 가는 것	migration 	이주, 이동										

",미암기,2010-11-15 12:01:44
imminent,ímənənt,절박한|임박한|일촉즉발의,"1)【혼돈어휘】	imminent	임박한	eminent	저명한												

",미암기,2010-11-15 12:01:44
immunity,imjúːnəti,면제|면역|면책,"1)【혼돈어휘】	immunity 	면제, 면역	impunity	형벌을 받지 않음, 무사												

",미암기,2010-11-15 12:01:44
impartial,impάːrʃəl,공정한|공평한|치우치지 않는,"1)【혼돈어휘】	impartial	편견이 없는; 공평한	impart	나누어 주다; [지식 등을] 알리다												

",미암기,2010-11-15 12:01:44
impassible,impǽsəbl,무감각한|아픔을 느끼지 않는|무감동의,"1)【혼돈어휘】	impassible	무감각한	impassive	냉정한	impassable	지날갈 수 없는	impossible	불가능한								

",미암기,2010-11-15 12:01:44
impeccable,impékəbl,나무랄 데 없는|완벽한|죄를 범하지 않는,"1)【혼돈어휘】	impeccable	나무랄 데 없는, 죄없는	implacable	달랠 수 없는												

",미암기,2010-11-15 12:01:44
impedimenta,impèdəméntə,방해물|장애물|수화물,"1)【혼돈어휘】	impedimenta 	수하물; 군용 보급품	impediment 	방해[물], 지장, 장애												

",미암기,2010-11-15 12:01:44
impenitent,impénətənt,완고한|개전의 정이 없는|뉘우치지 않는,"1)【혼돈어휘】	impenitent	뉘우치지 않는	impertinent	무례한												

",미암기,2010-11-15 12:01:44
imperial,impíəriəl,제국의|황제의|제국주의의,"1)【혼돈어휘】	imperial	제국의, 황제의 	imperil 	위태롭게 하다, 위험하게 하다	imperious 	전제적인; 긴급한	imperative	피할 수 없는, 필수적인; 긴급한 								

",미암기,2010-11-15 12:01:44
impetuous,impéʧuəs,충동적인|성급한|맹렬한,"1)【혼돈어휘】	impetuous	[기질이] 성급한; 열렬한	impetus	움직이게 하는 힘, 운동력 												

",미암기,2010-11-15 12:01:44
implore,implɔ́ːr,간청하다|애원하다|탄원하다,"1)【혼돈어휘】	implore 	간청하다, 애원하다	deplore 	비탄하다, 개탄하다												

",미암기,2010-11-15 12:01:44
impose,impóuz,부과하다|제한하다|적용하다|강요하다|시행하다,"1)【혼돈어휘】	imposed	부과된	imposing 	인상적인, 당당한												

",미암기,2010-11-15 12:01:44
impotent,ímpətənt,무력한|허약한|성교 불능의,"1)【혼돈어휘】	impotent	무능한	important	중요한												

",미암기,2010-11-15 12:01:44
impracticable,imprǽktikəbl,실행 불가능한|통행할 수 없는|비실용적인,"1)【혼돈어휘】	impracticable	실행 불가능한	impractical	비현실적인, 현실에 어두운												

",미암기,2010-11-15 12:01:44
impudent,ímpjudnt,뻔뻔스러운|염치없는|건방진,"1)【혼돈어휘】	impudent	뻔뻔스러운	imprudent	경솔한												

",미암기,2010-11-15 12:01:44
impunity,impjúːnəti,무사|형벌을 받지 않음|형벌을 면하기,"1)【혼돈어휘】	impunity	형벌을 받지 않음	immunity	면역[성]												

",미암기,2010-11-15 12:01:44
incidence,ínsədəns,발생률|발생|범위,"1)【혼돈어휘】	incidence	발생 정도[범위, 율]	incident	사건												

",미암기,2010-11-15 12:01:44
incidental,ìnsədéntl,우연한|부차적인|우발의|간접적인,"1)【혼돈어휘】	incidental	부수적인	accidental	우연한												

",미암기,2010-11-15 12:01:44
incite,insáit,자극하다|선동하다|유발하다,"1)【혼돈어휘】	incite	격려하다	excite	자극하다												

",미암기,2010-11-15 12:01:44
incredulous,inkrédʒuləs,의심많은|믿으려 하지 않는|의심하는,"1)【혼돈어휘】	incredulous 	의심 많은 	incredible	[믿기 어려울 만큼] 훌륭한, 놀라운 												

",미암기,2010-11-15 12:01:44
incriminate,inkrímənèit,죄를 씌우다|…을 연루하다|비난하다,"1)【혼돈어휘】	incriminate 	고발하다, 죄를 씌우다	indiscriminate	무차별의, 마구잡이의, 가리지 않는												

",미암기,2010-11-15 12:01:44
inculpate,"inkΛlpeit, -'--′",비난하다|죄를 뒤집어씌우다|책망하다,"1)【혼돈어휘】	inculpate	죄를 씌우다	inculcate	심어주다												

",미암기,2010-11-15 12:01:44
indigent,índidʒənt,궁핍한|가난한|생활 필수품이 결핍된,"1)【혼돈어휘】	indigent	가난한	indigenous	고유의, 토착의 	indignant	분개하는										

",미암기,2010-11-15 12:01:44
indite,indáit,쓰다|짓다|문자화하다,"1)【혼돈어휘】	indite	[연설・시 등을] 쓰다	indict	고발하다												

",미암기,2010-11-15 12:01:44
induct,indΛkt,입성|안내하다,"1)【혼돈어휘】	induct	인도하다, 취임시키다	induce	유도하다; 귀납하다	introduce	소개하다, 발표하다										

",미암기,2010-11-15 12:01:44
industrial,indΛstriəl,산업의|공업의,"1)【혼돈어휘】	industrial	산업의	industrious	근면한												

",미암기,2010-11-15 12:01:44
inept,inépt,서투른|부적당한|부적절한,"1)【혼돈어휘】	inept	서투른	inapt	부적절한												

",미암기,2010-11-15 12:01:44
infamous,ínfəməs,악명 높은|지독한|매우 평판이 나쁜,"1)【혼돈어휘】	infamous	악명놓은	famous	유명한												

",미암기,2010-11-15 12:01:44
infinitesimal,ìnfinitésəməl,미소한|극미량|무한소의,"1)【혼돈어휘】	infinitesimal	극소의	infinite	무한한	indefinite	불분명한										

",미암기,2010-11-15 12:01:44
infinity,infínəti,무한대|인피니티,"1)【혼돈어휘】	infinity	무한	affinity	좋아함												

",미암기,2010-11-15 12:01:44
inflict,inflíkt,주다|가하다|입히다,"1)【혼돈어휘】	inflict 	다른 사람에게 고통을 주다	afflict	병 등이 괴롭히다												

",미암기,2010-11-15 12:01:44
ingenuous,indʒénjuəs,순진한|솔직한|숨김없는,"1)【혼돈어휘】	ingenuous	솔직한	ingenious	영리한												

",미암기,2010-11-15 12:01:44
inhabitant,inhǽbətənt,주민|사람|서식 동물,"1)【혼돈어휘】	inhabitant 	거주자, 주민; 서식동물	habitat	[동식물의] 서식지; 거주지												

",미암기,2010-11-15 12:01:44
initiative,iníʃiətiv,새로운 계획|주도권|이니셔티브|조치|창의력,"1)【혼돈어휘】	initiative	시작, 선창; 주도권; 발의권 	initial	처음의, 시초의; 첫글자 												

",미암기,2010-11-15 12:01:44
insane,inséin,미친|정신 이상의|비상식적인|미친 듯한,"1)【혼돈어휘】	insane 	제정신이 아닌, 미친	inane	어리석은, 생각없는												

",미암기,2010-11-15 12:01:44
insolent,ínsələnt,오만한|건방진|무례한,"1)【혼돈어휘】	insolent	거만한	indolent	게으른	redolent 	좋은 냄새가 나는; 생각나게 하는										

",미암기,2010-11-15 12:01:44
insolvent,insάlvənt,파산한|지급 불능의|파산의,"1)【혼돈어휘】	insolvent	파산한	insoluble	해결할 수 없는, 불용성의												

",미암기,2010-11-15 12:01:44
insular,ínsələr,섬의|섬나라 근성의|편협한,"1)【혼돈어휘】	insular 	섬의,섬나라의	insulation 	절연, 단열												

",미암기,2010-11-15 12:01:44
insure,inʃúər,보험에 가입하다|보장하다,"1)【혼돈어휘】	insure	보험에 들다	ensure	보장하다												

",미암기,2010-11-15 12:01:44
intelligible,intélədʒəbl,이해할 수 있는|잘 이해되는|뜻이 분명한,"1)【혼돈어휘】	intelligible	쉽게 이해되는, 알기 쉬운	intelligent	총명한, 이해력이 있는	intellectual 	[사람이] 지적인, 지성적인										

",미암기,2010-11-15 12:01:44
intention,inténʃən,의도|의사|의향|의지|취지,"1)【혼돈어휘】	intention	의지, 의향, 목적, 결의	intension	강화, 긴장												

",미암기,2010-11-15 12:01:44
interested,"íntərəstid, -tərèst-",관심있는|흥미있는|싶은|생각있는|좋아하는,"1)【혼돈어휘】	interested	관심이 있는	interesting	관심을 끄는												

",미암기,2010-11-15 12:01:44
interject,ìntərdʒékt,…을 던져넣다|불쑥 끼워 넣다|말참견하다,"1)【혼돈어휘】	interject	[말 따위를] 불쑥 끼워 넣다	inject 	주사하다, 주입하다												

",미암기,2010-11-15 12:01:44
intimate,íntəmət,친밀한|사적인|은밀한|성적인|아늑한,"1)【혼돈어휘】	intimate 	암시하다; 친밀한	intimidate	협박[위협]하다 												

",미암기,2010-11-15 12:01:44
intimidate,intímədèit,…을 두려워하게 하다|…을 협박하다|겁먹게 하다,"1)【혼돈어휘】	intimidate	위협하다	intimate	친밀한												

",미암기,2010-11-15 12:01:44
invisible,invízəbl,눈에 보이지 않는|투명한|감출 수 있는,"1)【혼돈어휘】	invisible 	눈에 보이지 않는	invidious	비위에 거슬리는, 불쾌한												

",미암기,2010-11-15 12:01:44
itinerant,aitínərənt,순회하는|순회자|편력자,"1)【혼돈어휘】	itinerant 	순회하는; 이동식의 	itinerary	여행 스케줄, 여정; 여행기												

",미암기,2010-11-15 12:01:44
jam,dʒæm,잼|방해하다|막히는|즉흥적인|채워넣은,"1)【혼돈어휘】	jam 	[차량의] 혼잡	gem	보석; 보석처럼 귀중한 것												

",미암기,2010-11-15 12:01:44
jaunt,dʒɔːnt,소풍|산책|짧은 여행을 하다,"1)【혼돈어휘】	jaunt 	산책, 소풍	jaunty	의기양양한; 경쾌한; 명랑한												

",미암기,2010-11-15 12:01:44
journey,dʒə́ːrni,여정|여행|길|행로|항해,"1)【혼돈어휘】	journey 	[특히 육로의 장거리] 여행, 여정	journal	[일간]신문, 잡지, 정기간행물												

",미암기,2010-11-15 12:01:44
judicious,dʒuːdíʃəs,현명한|신중한|명민한,"1)【혼돈어휘】	judicious	신중한	judicial	재판의	judiciary	사법부, 사법제도										

",미암기,2010-11-15 12:01:44
jut,dʒʌt,돌출하다|튀어나오다|돌기,"1)【혼돈어휘】	jut 	돌기, 돌출부	jot 	간단히 적어두다, 메모하다[down]												

",미암기,2010-11-15 12:01:44
knell,nel,조종|구슬픈 소리를 내다|종소리,"1)【혼돈어휘】	knell	종소리, 애도하는 소리	kneel	무릎을 꿇다	knoll	작고 둥근 언덕										

",미암기,2010-11-15 12:01:44
label,léibəl,라벨|표시|상표,"1)【혼돈어휘】	label 	[léibəl] 라벨, 꼬리표	ravel  	[실 등을] 얽히게 하다; 해명하다												

",미암기,2010-11-15 12:01:44
laboratory,lǽbərətɔ̀ːri,실험실|연구실|실습실,"1)【혼돈어휘】	laboratory 	실험실, 연구소  	laborious	[일 등이] 힘든, 고된												

",미암기,2010-11-15 12:01:44
lack,læk,부족|…이 없다|결핍|부재|모자라다,"1)【혼돈어휘】	lack 	부족, 결핍	rack 	고문하다; 생각을 짜내다; 선반, 시렁 												

",미암기,2010-11-15 12:01:44
larcenist,lάːrsənist｜-nər,절도범|도둑,"1)【혼돈어휘】	larcenist	절도범 	arsonist	방화범												

",미암기,2010-11-15 12:01:44
lately,léitli,최근에|요즘|근래|요새,"1)【혼돈어휘】	lately	근래에	late	늦은; 늦게												

",미암기,2010-11-15 12:01:44
latter,lǽtər,후자의|하반기의|후반의,"1)【혼돈어휘】	latter	후자 cf. former 전자 	later	나중에												

",미암기,2010-11-15 12:01:44
leap,liːp,도약하다|건너 뛰다|상승하다|발전하다|자살하다,"1)【혼돈어휘】	leap	껑충 뛰다, 도약하다	reap	수확하다												

",미암기,2010-11-15 12:01:44
legible,lédʒəbl,읽기 쉬운|판독할 수 있는|읽을 수 있는,"1)【혼돈어휘】	legible	판독이 가능한	readable	재미있게 읽히는												

",미암기,2010-11-15 12:01:44
legion,líːdʒən,부대|다수|레기온,"1)【혼돈어휘】	legion 	군대, 군단	region	지방, 범위	lesion 	[인체 조직의] 손상, 장애										

",미암기,2010-11-15 12:01:44
lend,lend,대출하다|빌려주다|돕다|부여하다,"1)【혼돈어휘】	lend	빌려주다	borrow	빌리다												

",미암기,2010-11-15 12:01:44
lesson,lésn,교훈|수업|가르치다|단원,"1)【혼돈어휘】	lesson	수업, 교훈	lessen	작아지다, 감소하다												

",미암기,2010-11-15 12:01:44
liable,láiəbl,…해야 할|책임 있는|…하기 쉬운|여지가 있는,"1)【혼돈어휘】	liable	의무가 있는	able	유능한												

",미암기,2010-11-15 12:01:44
libel,láibəl,명예훼손|모욕|중상하다,"1)【혼돈어휘】	libel 	[láibəl]  비방, 명예훼손	revel 	[révəl] 주연을 베풀다, 한껏 즐기다	rival 	[ráivəl] 경쟁자, 라이벌	label 	[léibəl] 라벨; 라벨을 붙이다	ravel 	얽히게 하다, 풀다						

",미암기,2010-11-15 12:01:44
liberate,líbərèit,해방하다|자유롭게 하다|벗어나다,"1)【혼돈어휘】	liberate	해방하다	liberal	관대한												

",미암기,2010-11-15 12:01:44
license,láisəns,면허|허가|자격증|번호판|라이센스,"1)【혼돈어휘】	license 	면허, 허가를 내주다; &lt;미&gt; 면허증	licence	면허증, 허가증												

",미암기,2010-11-15 12:01:44
lid,lid,뚜껑|눈꺼풀|안검|리드|덮개,"1)【혼돈어휘】	lid 	[líd] 뚜껑, 눈꺼풀, 모자	rid	없애다, 면하게 하다[of]												

",미암기,2010-11-15 12:01:44
lie,lai,거짓말|눕다|놓여 있다|…에 달려 있다|존재하다,"1)【혼돈어휘】	lie	~에 놓이다	lay	~을 놓다												

",미암기,2010-11-15 12:01:44
lighten,láitn,가벼워지다|밝히다|편하게 하다|번개가 치다,"1)【혼돈어휘】	lighten	[부담・고통 등을] 덜다	light	불을 붙이다	right	바른, 옳은; 오른쪽의; 권리										

",미암기,2010-11-15 12:01:44
likely,láikli,가능성 있는|할 것 같은|…할 듯한|아마,"1)【혼돈어휘】	likely 	있음직한 	alike	서로 비슷한												

",미암기,2010-11-15 12:01:44
likeness,láiknis,사진|초상,"1)【혼돈어휘】	likeness	닮기	likelihood	가능성												

",미암기,2010-11-15 12:01:44
limp,limp,다리를 절다|절뚝거리다|파행적인,"1)【혼돈어휘】	limp	다리를 절다	limb	손발, 사지	limpid	맑은, 투명한, 명쾌한	lymph 	임파액; 혈청								

",미암기,2010-11-15 12:01:44
literary,lítərèri,문학의|작품|문예|문체|글쓰기,"1)【혼돈어휘】	literary 	문학의, 문학적인	literal	문자 그대로의	literate	읽고 쓸 수 있는										

",미암기,2010-11-15 12:01:44
lively,láivli,생생하게|활기차게|활발하게|밝은,"1)【혼돈어휘】	lively	생기가 넘치는	alive	생존해 있는												

",미암기,2010-11-15 12:01:44
local,lóukəl,지방의|지역의|국내의|주민|현지의,"1)【혼돈어휘】	local 	지방의, 편협한	locale 	현장, 장소; 무대												

",미암기,2010-11-15 12:01:44
lofty,lɔ́ːfti,높은|숭고한|원대한,"1)【혼돈어휘】	lofty	매우 높은, 고상한	hefty	무거운, 크고 튼튼한												

",미암기,2010-11-15 12:01:44
lonely,lóunli,외로운|혼자|고독한|쓸쓸한|한적한,"1)【혼돈어휘】	lonely	외로운	alone	홀로, 외로이	lone	혼자의										

",미암기,2010-11-15 12:01:44
loop,luːp,루프|고리|회로|실수|확대경,"1)【혼돈어휘】	loop	고리, 루프	roof	지붕, 꼭대기												

",미암기,2010-11-15 12:01:44
lose,luːz,잃다|지다|길을 잃다|상실하다|사라지다,"1)【혼돈어휘】	lose	잃어버리다	loose	풀어진												

",미암기,2010-11-15 12:01:44
loud,laud,큰 소리로|큰|시끄러운|화려한,"1)【혼돈어휘】	loud	시끄러운; 야한	laud	칭찬하다												

",미암기,2010-11-15 12:01:44
low,lou,낮은|저|최저의|적은|떨어지는,"1)【혼돈어휘】	low	낮은, 천한, 싼	row	노젖기; 열, 줄; 야단법석												

",미암기,2010-11-15 12:01:44
ludicrous,lúːdəkrəs,익살맞은|바보 같은|웃음을 자아내게 하는,"1)【혼돈어휘】	ludicrous	우스운	lucrative	돈벌이가 되는												

",미암기,2010-11-15 12:00:59
lusty,lΛsti,원기 왕성한|건장한|건강한,"1)【혼돈어휘】	lusty 	건장한, 튼튼한	lustrous	광택 있는, 빛나는; 훌륭한 	lustful 	호색적인, 탐욕스런										

",미암기,2010-11-15 12:00:59
luxurious,lʌgʒúəriəs,호화로운|고급의|사치스러운|럭셔리한,"1)【혼돈어휘】	luxurious	사치스러운	luxuriant	울창한												

",미암기,2010-11-15 12:00:59
mailable,méiləbl,우송할 수 있는|우송이 인가된,"1)【혼돈어휘】	mailable	우송할 수 있는	malleable	펴 늘릴 수 있는												

",미암기,2010-11-15 12:00:59
malediction,mӕlədíkʃən,저주|중상|욕,"1)【혼돈어휘】	malediction	저주, 악담,  욕 	benediction	축복; [식전·식후의] 감사기도	valediction 	고별[사]										

",미암기,2010-11-15 12:00:59
mall,mɔːl,쇼핑센터|나무 그늘이 진 산책길|나무 그늘진 길,"1)【혼돈어휘】	mall 	&lt;미&gt; 쇼핑몰	maul	뭇매질하다; 혹평하다 												

",미암기,2010-11-15 12:00:59
manner,mǽnər,방식|태도|예의범절|매너|습관,"1)【혼돈어휘】	manner 	방법, 태도	manners	풍습, 예절	manor	장원, 영지										

",미암기,2010-11-15 12:00:59
manual,mǽnjuəl,안내책자|수동의|육체 노동의|규정,"1)【혼돈어휘】	manual  	편람, 안내서; 손으로 하는	manure 	[유기질] 비료; 거름	menial	[일 등이] 시시한, 천한										

",미암기,2010-11-15 12:00:59
marble,mάːrbl,대리석|구슬|마블,"1)【혼돈어휘】	marble	대리석 cf.marbled 대리석 무늬의	marvel	경이로움 cf.marvelous 신기한												

",미암기,2010-11-15 12:00:59
Mars,maːrz,화성|마르스,"1)【혼돈어휘】	mars 	화성	mar 	망쳐놓다												

",미암기,2010-11-15 12:00:59
martial,mάːrʃəl,전쟁의|호전적인|무용의,"1)【혼돈어휘】	martial 	전쟁의, 호전적인, 군인의	marital	결혼의, 결혼생활의												

",미암기,2010-11-15 12:00:59
masculine,mǽskjulin,남성의|남자다운,"1)【혼돈어휘】	masculine	남성적인, 남자다운	male 	남성의, 수컷의	mail	우편물										

",미암기,2010-11-15 12:00:59
massage,məsάːʒ,마사지|안마|주무르다|다듬다|어루만지다,"1)【혼돈어휘】	massage	안마	message	통신, 메시지												

",미암기,2010-11-15 12:00:59
masterly,mǽstərli,훌륭한|명인다운|대가의 이름에 부끄럽지 않은,"1)【혼돈어휘】	masterly	훌륭한	masterful	권위적인												

",미암기,2010-11-15 12:00:59
materiel,mətìəriél,설비|군수품|시설,"1)【혼돈어휘】	materiel	군수품	material	재료												

",미암기,2010-11-15 12:00:59
meditate,médətèit,명상하다|숙고하다|기도하다|계획하다,"1)【혼돈어휘】	meditate	숙고하다	mediate	[분쟁 등을] 조정하다	medicate	의료행위를 하다										

",미암기,2010-11-15 12:00:58
meritorious,mèritɔ́ːriəs,칭찬할 만한|가치 있는|잘된,"1)【혼돈어휘】	meritorious	칭찬할 만한	meretricious	눈속임의												

",미암기,2010-11-15 12:00:58
mess,mes,엉망|혼란|망치다|난장판|문제,"1)【혼돈어휘】	mess	엉망진창, 어지럽히다	mass	큰 덩어리, 다수												

",미암기,2010-11-15 12:00:58
microscope,máikrəskòup,현미경,"1)【혼돈어휘】	microscope	현미경	telescope 	망원경 	periscope 	잠망경 										

",미암기,2010-11-15 12:00:58
midget,mídʒit,난쟁이|극소형의|꼬마,"1)【혼돈어휘】	midget 	소형의, 극소형의; 난쟁이	fidget 	안달하다, 꼼지락거리다 												

",미암기,2010-11-15 12:00:58
migraine,máigrein,편두통,"1)【혼돈어휘】	migraine 	편두통	migrate	이주하다; 새들이 정기적으로 이동하다												

",미암기,2010-11-15 12:00:58
militate,mílətèit,작용하다|영향을 미치다,"1)【혼돈어휘】	militate	불리하게 작용하다	mitigate	완화하다												

",미암기,2010-11-15 12:00:58
mimesis,mimíːsis,모사|모방|히스테리성 의병,"1)【혼돈어휘】	mimesis 	모방; 의태	nemesis 	천벌, 응보												

",미암기,2010-11-15 12:00:58
mint,mint,민트|조폐국|박하|주조하다|짓다,"1)【혼돈어휘】	mint	박하; 조폐국	mince	잘게 썰다, 완곡하게 말하다												

",미암기,2010-11-15 12:00:58
minuet,mìnjuét,미뉴에트|그 춤곡,"1)【혼돈어휘】	minuet	미뉴엣[3박자의 우아한 춤]	minute	분, 순간; 상세한 												

",미암기,2010-11-15 12:00:58
misery,mízəri,고통|불행|비참|어려움,"1)【혼돈어휘】	misery	비참함	miserly	인색한 cf. miser 구두쇠 	miserable	불쌍한, 가엾은 										

",미암기,2010-11-15 12:00:58
momentary,móuməntèri,순간의,"1)【혼돈어휘】	momentary	순간의	momentous	중대한												

",미암기,2010-11-15 12:00:58
monitory,mάnətɔ̀ːri,계고장|경고로서 도움이 되는|경고를 주는,"1)【혼돈어휘】	monitory	경고를 주는	monetary	화폐의												

",미암기,2010-11-15 12:00:58
monumental,mὰnjuméntl,기념비적인|엄청난|기념의,"1)【혼돈어휘】	monumental 	기념비적인	momentum 	[움직이는 물체의] 탄성, 힘												

",미암기,2010-11-15 12:00:58
moral,mɔ́ːrəl,도덕의|윤리의|정신적인|교훈적인|도의의,"1)【혼돈어휘】	moral	도덕의; 교훈	morale	사기	morals	도덕적 규범										

",미암기,2010-11-15 12:00:58
morgue,mɔːrg,시체 공시장|시체 안치소|영안실,"1)【혼돈어휘】	morgue 	시체공시소; [신문사의] 자료실	mortgage 	저당권; 저당을 잡히다	mortuary 	시체 안치소, 영안실										

",미암기,2010-11-15 12:00:58
mourn,mɔːrn,애도하다|슬퍼하다|추모하다|조의를 표하다|장례의,"1)【혼돈어휘】	mourn	슬퍼하다	moan	[고통 ・슬픔으로 인한] 신음												

",미암기,2010-11-15 12:00:58
muggy,mΛgi,후덥지근한|무더운|눅눅한,"1)【혼돈어휘】	muggy 	무더운, 후텁지근한	mug	강도가 습격하다; 용의자 얼굴사진												

",미암기,2010-11-15 12:00:58
munificent,mjuːnífəsnt,아낌없이 주는|손이 큰|아낌없는,"1)【혼돈어휘】	munificent 	[사람이] 인심 좋은, 후한	magnificent  	장대한, 훌륭한 												

",미암기,2010-11-15 12:00:58
nation,néiʃən,국가|나라|국민|민족,"1)【혼돈어휘】	nation 	정치적 개념의 국가	country 	지리적 개념의 국가	state	정치조직 개념의 국가, 주										

",미암기,2010-11-15 12:00:58
naughty,nɔ́ːti,버릇없는|장난꾸러기인|행실이 나쁜|말을 듣지 않는,"1)【혼돈어휘】	naughty  	버릇없는; 음란한 	haughty	오만한, 거만한, 건방진												

",미암기,2010-11-15 12:00:58
negligent,néglidʒənt,무관심한|게을리하는|태만한,"1)【혼돈어휘】	negligent	태만한	negligible	사소한, 무시해도 좋을												

",미암기,2010-11-15 12:00:58
nepotism,népətìzm,족벌주의|친족 등용|정실,"1)【혼돈어휘】	nepotism 	연고자[친척] 등용, 족벌주의	despotism 	독재 정치, 전제 정치												

",미암기,2010-11-15 12:00:58
niche,niʧ,틈새|틈새 시장|지위|니치|분야,"1)【혼돈어휘】	niche 	[수익 가능성이 높은] 틈새시장	hitch	엉킴; 장애, 지체, 고장, 중단	notch 	새김눈, 칼자국; 단계 	nick 	새김눈[notch], 깨진 흠								

",미암기,2010-11-15 12:00:58
nominee,nὰməníː,지명된 사람|수취인|수령 명의자,"1)【혼돈어휘】	nominee 	지명된 사람, 수상 후보자	nominator 	지명권자, 임명권자												

",미암기,2010-11-15 12:00:58
nonchalant,nὰnʃəlάːnt,태연한|무심한|무관심한,"1)【혼돈어휘】	nonchalant	 무관심한, 냉담한	charlatan	돌팔이 의사; 허풍선이												

",미암기,2010-11-15 12:00:58
nonflammable,,불연성의|타지 않는,"1)【혼돈어휘】	nonflammable	불연성의	inflammable	가연성의												

",미암기,2010-11-15 12:00:58
notable,nóutəbl,주목할 만한|유명한|두드러진|뛰어난,"1)【혼돈어휘】	notable 	중요한, 저명한	noted 	유명한, 저명한 	noticeable 	눈에 띄는, 두드러진										

",미암기,2010-11-15 12:00:58
notice,nóutis,알아차리다|주목하다|공지|경고|게시,"1)【혼돈어휘】	notice	알아차리다; 통지	notify	알리다												

",미암기,2010-11-15 12:00:58
numerable,njúːmərəbl,셀 수 있는|계산할 수 있는,"1)【혼돈어휘】	numerable 	셀 수 있는, 계산할 수 있는	innumerable	무수한, 헤아릴 수 없는												

",미암기,2010-11-15 12:00:58
oblivious,əblíviəs,잘 잊는|감지하지 못하는|잘 잊어버리는,"1)【혼돈어휘】	oblivious	[무엇에 몰두하여] 알아채지 못하는	obvious 	명백한, 분명한, 알기 쉬운												

",미암기,2010-11-15 12:00:58
obsequial,absíːkwiəl,장례식의|장의의,"1)【혼돈어휘】	obsequial 	장례식의 	obsequious	아첨하는, 알랑거리는												

",미암기,2010-11-15 12:00:58
observation,ὰbzərvéiʃən,관찰|관측|전망|의견,"1)【혼돈어휘】	observation	관찰	observance	준수												

",미암기,2010-11-15 12:00:58
obtuse,əbtjúːs,둔한|우둔한|둔감한,"1)【혼돈어휘】	obtuse	둔한	abstruse	심오한												

",미암기,2010-11-15 12:00:58
official,əfíʃəl,관계자|관리|공식의|공무원|간부,"1)【혼돈어휘】	official	공식의; 공무원	officious	참견하기 좋아하는 	officiary 	관직상의	officiate 	사회하다								

",미암기,2010-11-15 12:00:58
opaque,oupéik,불투명한|불명료한|우둔한,"1)【혼돈어휘】	opaque	흐릿한	oblique	비스듬한												

",미암기,2010-11-15 12:00:58
opponent,əpóunənt,상대|반대의|적|경쟁자,"1)【혼돈어휘】	opponent	적, 상대자, 반대자	proponent	제안자,발의자, 지지자	deponent 	선서 증인										

",미암기,2010-11-15 12:00:58
opposite,"άpəzit, άpəsit",정반대의|상반되는|맞은편의|상대|서로 마주하는,"1)【혼돈어휘】	opposite	[위치적으로] 반대편의, [내용이] 정반대의	opposed 	반대의 뜻을 나타내는												

",미암기,2010-11-15 12:00:58
oral,ɔ́ːrəl,입의|구두의,"1)【혼돈어휘】	oral	구두의	aural	청각의												

",미암기,2010-11-15 12:00:58
ordnance,ɔ́ːrdnəns,군수품|육지 측량,"1)【혼돈어휘】	ordnance	군수품	ordinance	법령												

",미암기,2010-11-15 12:00:58
orgasm,ɔ́ːrgӕzm,오르가슴|극도의 흥분|성적 흥분의 절정,"1)【혼돈어휘】	orgasm 	오르가즘; 성적 흥분의 최고조	organism 	유기체, 생물; 인간, 미생물												

",미암기,2010-11-15 12:00:58
ostentatious,ὰstəntéiʃəs,화려한|허세를 부리는|자랑해 보이는,"1)【혼돈어휘】	ostentatious 	자랑 삼아 드러내는, 과시하는	ostensible	겉으로 만의, 겉치레의												

",미암기,2010-11-15 12:00:58
